Sitename	VGE	VGN	extant43_01	LandCover	TWIx1000	ThorPot07	ThorInvPot07	RoadDensity5K	AnnualRain	AnnualEvap	NetRainfall	NetRainfallStdev	MaxTempWarmestP	TempRange	Rad_Diffuse	Rad_Direct	PrecipSeasonality	Rad_Duration	MinTempColdestP	PrecipWarmestQ	PrecipColdestQ	NativeTreeProb	TreeProb1Ha_RegionMean	TreeProb10ha_RegionMean	TreeProb1Ha_RegionStdDev	TreeProb10ha_RegionStdDev	NativeGrassProb	GrassProb1Ha_RegionMean	GrassProb1Ha_RegionStdDev	GrassProb10ha_RegionMean	GrassProb10ha_RegionStdDev	B1_98_05	B2_98_05	B3_98_05	B4_98_05	B5_98_05	B7_98_05	Ndvi_89_05	Ndwi_89_05_Mean	Ndwi_89_05_StdError	B3_98_05_10ha_Mean	B4_98_05_10ha_Mean	B5_98_05_10ha_Mean	B6_98_05_10ha_Mean	Nvdi_98_05_10haMean	B3_98_05_10ha_StdDev	B4_98_05_10ha_StdDev	B5_98_05_10ha_StdDev	B6_98_05_10ha_StdDev	RiseX	RiseY	Height_100	Slope	Aspect	SalineLogDist	DistToRoad	FreshWaterLogDist	Flood	DistEdge	CurVegSat_PC1	CurVegSat_PC2	CurVegSat_PC3	CurVegSat_PC4	ClimTopo_PC1	ClimTopo_PC2	ClimTopo_PC3	ClimTopo_PC4
10.1.1 CCMA	2416200.048	2392223.185	1	4	8514	386	470	22	584	1167	-583	57	253	216	335993	1015716	16	4353	37	120	153	24	40	43	16.04561996	21.85442734	69	69	2.516611576	68	2.795057297	41	30	35	59	106	46	0.270657539	-0.266161978	0.112608902	34	59	105	45	0.263164848	1	1	2	2	-1.251438022	-3.260136127	185	2	201	14.29856014	2646.979004	31	1	355	0.31255573	-1.561591506	4.155790806	0.918511927	0.387119204	0.561520219	1.994004488	-0.290823311
9.2.1 CCMA	2417447.177	2429594.1	0	1	7624	383	423	50	750	1034	-284	59	242	219	345245	1025967	18	4135	23	146	211	2	20	69	34.58825684	41.26122665	35	25	10.7031374	14	8.874084473	31	24	24	66	81	29	0.458223999	-0.103277937	0.072152711	25	78	80	29	0.513535857	1	9	4	2	-8.320650101	-2.703574896	497	5	252	15.37707996	0	16	1	0	-2.175028086	-2.214022636	-0.43283537	0.614105582	2.13754344	0.763987601	1.148966312	-1.186519504
9.1.1 CCMA	2417927.135	2415848.449	1	3	8110	424	461	38	682	1078	-396	57	246	218	344536	1037598	15	4268	28	140	179	0	1	4	1.460593462	17.18963623	40	30	13.09325504	21	8.858269691	30	22	21	59	76	29	0.463236183	-0.113954119	0.079324029	21	60	70	27	0.481885076	3	3	7	4	2.895064354	-1.952738285	391	2	124	15.25008011	0	3	4	167	-2.933217287	-1.687495828	1.628477454	-0.051067337	1.330519438	1.172103763	1.489534259	0.231627285
9.3.1 CCMA	2419847.103	2426038.471	0	1	8605	441	432	41	692	1052	-360	57	244	219	348583	1053810	16	4333	24	142	187	90	61	83	44.20574188	32.46948242	21	20	10.37740231	14	9.046240807	33	27	26	70	85	32	0.439400434	-0.12103235	0.093631268	29	78	90	34	0.454050153	3	10	7	2	-0.872748256	-1.511654377	463	1	210	15.49009991	0	32	1	0	-0.851118922	-2.144378424	-1.555906177	1.011776328	1.347886324	1.723377943	1.313632727	-0.705135524
9.4.1 CCMA	2420733.837	2408778.488	1	4	7765	436	387	50	670	1104	-434	56	247	216	340567	1075996	15	4257	30	140	174	99	98	83	3.009508848	31.83979416	71	66	5.17181015	54	15.51876259	39	30	33	66	115	47	0.363728493	-0.250801057	0.108013272	33	68	112	46	0.353677034	4	5	13	6	1.09389472	6.90658474	325	4	9	15.08189964	1560	30	2	79	1.5887357	-3.395921707	1.789366245	1.924980998	1.504358172	1.633372426	0.647932112	1.102786183
9.3.2 CCMA	2421270.962	2421077.075	0	1	7569	452	452	13	669	1072	-403	56	245	218	346150	1061178	15	4312	27	141	175	21	62	85	41.86634064	31.38572311	30	24	9.163072586	14	9.655442238	32	26	27	67	86	34	0.415036798	-0.162044659	0.068595536	32	77	100	39	0.407262802	4	7	10	5	0.792442262	1.555256844	412	1	27	15.46368027	0	25	1	0	-0.671403229	-2.638405085	-1.101596355	0.033004452	1.490208387	1.715706587	1.118602395	0.648727715
10.2.1 CCMA	2421118.797	2388340.97	0	1	8123	391	474	46	569	1183	-614	57	251	211	332638	1028920	15	4251	40	117	149	100	100	99	0	4.15362978	32	26	11.67169952	27	16.43549728	44	32	37	65	103	46	0.304369599	-0.217687413	0.194465891	38	67	108	48	0.2650778	2	4	6	2	-4.129799366	3.22652483	143	3	308	14.29662991	342.0526123	14	1	0	1.361481905	-0.37440747	1.349967718	2.104920149	0.591814756	0.68812573	1.78630662	-0.748971224
9.3.3 CCMA	2422576.298	2417809.709	0	1	7862	433	466	26	668	1081	-413	56	245	217	344969	1065024	14	4334	28	142	172	100	96	89	11.82330227	27.00991058	33	22	14.70908356	15	11.09229374	36	29	30	71	99	39	0.399731308	-0.184271649	0.117946059	33	79	100	39	0.407529354	4	10	11	4	1.317348719	1.14515543	387	1	49	15.36730957	0	18	1	0	0.441189855	-2.072273731	-1.209065437	1.550281167	1.243806481	1.703979611	1.487171888	0.710803568
9.5.1 CCMA	2423629.16	2409932.69	0	1	7116	356	455	33	664	1106	-442	56	246	215	331879	944929	14	3861	31	142	173	63	74	78	25.75331688	32.30649185	56	42	12.99578667	29	14.25588608	35	28	28	64	90	35	0.381181538	-0.182159469	0.098431863	31	69	92	36	0.38407591	4	6	13	7	-0.916013837	-10.47042274	311	6	185	15.12055969	1502.697998	0	2	0	0.084689356	-3.915682793	0.354042232	0.922888517	1.976822853	-1.452485323	1.815069675	-0.147101313
9.5.2 CCMA	2423979.362	2409621.188	0	4	7313	418	423	30	671	1104	-433	56	246	214	335355	993054	14	3986	31	142	175	58	52	63	45.42309189	44.34805298	25	25	12.58021832	25	13.77641773	33	26	25	69	82	32	0.455516398	-0.132552996	0.106679805	28	68	90	36	0.415580064	5	7	19	8	-5.434315681	-4.400651455	327	4	231	15.10111046	1170	24	2	0	-0.72041595	-4.666243553	-1.681210637	0.10903696	1.927016973	-0.247276112	1.226146102	-0.812488317
10.3.1 CCMA	2424801.47	2380581.84	1	4	8686	610	441	66	552	1209	-657	58	249	205	332130	1014690	16	4338	44	112	146	1	20	41	34.42182159	46.1088562	66	66	5.826458454	61	12.21925735	38	27	29	54	90	37	0.291215926	-0.272091717	0.05043038	31	60	102	43	0.318560928	5	5	15	7	-1.480269194	-0.924982071	98	1	238	13.69816017	0	37	1	55	-0.084306143	-5.296485424	2.006888151	-0.715199411	0.468415499	0.745019138	1.342551589	-0.897726119
10.4.1 CCMA	2425569.358	2387476.337	0	4	8964	352	497	82	559	1194	-635	57	249	208	333752	1017808	15	4336	41	117	145	51	64	79	28.58579445	22.33997154	30	31	9.568798065	33	8.30739975	44	32	37	59	93	44	0.245294005	-0.236903131	0.077863626	38	62	101	47	0.243022338	3	3	9	5	-0.539386392	-1.660075545	137	1	198	13.97352028	531.6013794	36	1	25	0.747233987	-1.867751479	1.043094873	-0.495981634	0.081895404	0.623624504	2.453256845	-0.021772955
10.4.2 CCMA	2426701.867	2384700.039	0	6	9124	381	478	83	556	1200	-644	57	248	206	332666	1018533	15	4312	42	115	145	2	22	61	28.49235535	39.03668213	29	34	12.45639992	33	15.15172958	41	30	32	55	83	40	0.26006037	-0.217308179	0.053652212	38	63	100	45	0.246720552	5	6	12	5	1.728518486	-0.242924854	123	1	98	13.71831989	30	32	1	0	0.026051005	-3.626707315	0.671248496	-1.379637122	0.106800668	0.656480968	2.238180637	0.66860491
9.6.1 CCMA	2427783.887	2434506.885	0	1	8877	432	459	95	666	1042	-376	56	242	221	350369	1052320	15	4296	21	142	176	37	74	84	30.91324234	30.37764931	28	21	4.707643032	14	7.307519913	35	27	28	70	86	35	0.420046926	-0.12684834	0.060912449	27	80	86	32	0.487331033	2	7	7	3	-2.595109463	-2.336662292	510	2	228	15.6501503	0	25	1	0	-1.089920998	-1.200548887	-0.995627046	0.674666047	1.358463287	1.686982393	1.53499639	-0.866887569
10.5.1 CCMA	2427820.633	2382533.932	1	4	8874	397	498	82	548	1210	-662	57	247	204	332373	1005765	16	4348	44	114	144	0	1	44	0.601585209	45.82528687	23	27	6.404239655	20	12.76838017	33	25	26	56	76	34	0.379909277	-0.164534733	0.134916127	34	62	91	44	0.299227476	6	5	11	7	1.530831218	-3.138652563	109	2	154	13.4686203	67.08203888	43	1	25	-1.305000067	-2.571468353	-0.089422837	-0.815262198	0.133241057	0.402302384	2.504229307	0.276262015
9.7.3 CCMA	2428866.967	2423247.095	0	1	8392	457	424	34	649	1070	-420	55	242	217	346653	1049326	13	4285	26	142	165	99	73	86	38.60261536	29.42320442	9	15	12.36758423	15	12.73946667	37	29	32	74	92	38	0.39778617	-0.124354981	0.118371777	34	74	99	40	0.360224396	2	7	6	3	-3.388342142	-0.844820678	435	2	256	15.40878963	0	18	1	0	0.046495993	-1.606260419	-1.151007771	1.023576498	1.496530056	1.549918413	1.200040579	-1.126194477
9.7.2 CCMA	2429547.828	2425712.942	0	1	8265	466	435	34	652	1061	-409	54	242	217	346505	1049019	13	4207	23	143	165	17	45	70	43.65792465	38.16690063	37	28	8.188261032	27	12.0452013	37	30	32	61	93	42	0.360946357	-0.156678826	0.151254386	32	68	98	43	0.356142998	2	5	7	3	-3.402576208	0.785531759	449	2	283	15.47171021	0	33	1	0	-0.401078165	-2.612298012	0.384912252	0.501517177	1.599241018	1.510150433	1.216817737	-1.151114345
9.7.1 CCMA	2430350.088	2432444.339	0	1	8982	508	417	99	652	1045	-393	54	241	220	350197	1062956	14	4311	21	142	165	87	97	99	5.761117458	3.320719004	24	14	7.042726517	12	7.92868042	34	27	27	72	84	32	0.442153841	-0.120144114	0.071334742	28	85	92	33	0.498028576	2	8	6	2	1.412145138	-1.025979757	505	1	126	15.64795971	0	41	1	0	-0.753209054	0.395565957	-0.875100255	1.781105757	1.4173913	1.95678246	1.002518058	-0.254752129
9.8.1 CCMA	2430347.936	2430338.836	1	1	8543	460	451	88	668	1036	-368	54	239	218	350892	1054471	14	4258	21	146	174	1	44	66	43.35468292	42.64539337	22	19	6.692568779	13	6.126582623	32	24	25	60	74	30	0.405464053	-0.130136698	0.099321827	28	74	85	33	0.445617586	2	10	8	3	-3.164889574	-1.475824714	521	2	245	15.59181023	0	24	1	0	-1.956356168	-2.299026489	-1.28637898	-0.000919526	1.647624016	1.757876158	1.408565521	-1.046712518
9.9.1 CCMA	2430483.217	2418439.247	1	3	9475	427	461	47	655	1075	-420	54	241	213	346579	1058485	13	4334	27	145	167	0	0	17	0.462910056	33.80793381	33	32	4.925154209	32	10.61246014	34	25	26	51	79	37	0.353812099	-0.192394003	0.126721904	27	57	82	36	0.349149257	3	7	8	3	0	0	418	0	259	15.23268032	540.8327026	35	2	90	-2.005730152	-1.827920437	1.352261305	-0.324013919	0.945750237	1.900606036	1.813928246	-0.797570407
9.8.2 CCMA	2431742.754	2428194.685	0	1	8462	410	452	48	659	1054	-395	54	241	218	349911	1062685	14	4345	23	145	167	100	85	88	24.29736328	25.94793892	10	16	6.286038876	13	6.373384476	34	28	31	75	93	35	0.448699772	-0.118692048	0.16127421	30	75	92	35	0.41790086	2	5	6	2	0.846241236	-1.526651263	485	1	151	15.51653004	0	34	1	0	-0.527267694	-0.249421924	-1.158719182	1.779645324	1.332445502	1.851026416	1.57463634	-0.145533681
Lake Ormerod LO13	2114404.646	2493425.099	1	1	NaN	250	490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	93	97	12.8720808	8.404283524	NaN	NaN	NaN	NaN	NaN	49	37	41	72	108	47	0.254498512	-0.227328375	0.040523056	41	72	104	45	0.287605971	10	5	23	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Lake Ormerod LO12	2114859.484	2493536.325	1	1	NaN	250	490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	98	0.218217894	7.407944202	NaN	NaN	NaN	NaN	NaN	52	37	42	71	101	43	0.246097788	-0.207678854	0.068987198	39	73	99	42	0.303132504	9	4	24	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Lake Ormerod LO9	2114947.308	2494852.488	0	1	NaN	250	490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	99	0.300792605	5.140827179	NaN	NaN	NaN	NaN	NaN	56	42	49	77	116	51	0.210560128	-0.22923179	0.055582736	43	71	107	46	0.245907828	7	5	17	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Lake Ormerod LO11	2115031.388	2493614.632	0	1	NaN	250	490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	0	0.244980663	NaN	NaN	NaN	NaN	NaN	54	39	45	72	117	53	0.220149368	-0.259824514	0.034400403	46	74	117	52	0.237963304	6	4	15	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Lake Ormerod LO2	2115051.495	2493850.741	0	1	NaN	250	490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	0	0.192038745	NaN	NaN	NaN	NaN	NaN	56	40	47	77	115	50	0.240887374	-0.20026052	0.081066541	42	74	108	46	0.281271845	7	8	16	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Lake Ormerod LO3	2115068.181	2493882.478	0	1	NaN	250	490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	100	0	0.258549452	NaN	NaN	NaN	NaN	NaN	52	39	44	78	110	47	0.284671783	-0.169304267	0.087998144	42	74	107	46	0.282883465	7	8	17	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Lake Ormerod LO4	2115099.845	2494058.004	0	1	NaN	250	490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	99	0	3.27421689	NaN	NaN	NaN	NaN	NaN	46	34	37	81	99	39	0.399520457	-0.085980438	0.095770828	41	75	105	45	0.290803283	7	6	17	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Lake Ormerod LO8	2115086.303	2494522.956	0	1	NaN	250	490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	98	0	7.038073063	NaN	NaN	NaN	NaN	NaN	47	35	39	78	104	42	0.339800477	-0.134749159	0.108179443	42	77	104	45	0.299833953	11	3	26	13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Lake Ormerod LO5	2115117.242	2494191.885	0	1	NaN	250	490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	98	0	10.06723881	NaN	NaN	NaN	NaN	NaN	48	35	38	75	98	41	0.340891987	-0.129604965	0.114067964	42	75	105	45	0.292646825	9	6	19	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Lake Ormerod LO7	2115115.699	2494419.075	0	1	NaN	250	490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	96	0	14.44734478	NaN	NaN	NaN	NaN	NaN	47	36	39	80	103	41	0.344608814	-0.127645731	0.125660017	41	76	104	45	0.29927513	10	5	24	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Lake Ormerod LO6	2115130.566	2494303.569	0	1	NaN	250	490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100	100	97	0	13.75160027	NaN	NaN	NaN	NaN	NaN	50	37	42	74	108	46	0.269523978	-0.195975348	0.102795094	43	76	108	46	0.283492327	10	5	21	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Bool Lagoon BH3	2117617.471	2477201.815	0	1	8461	286	490	0	608	1407	-799	90	280	235	328755	1002245	41	4275	45	76	233	100	89	59	21.22240448	41.25788116	20	23	16.46395683	17	13.41520119	55	38	43	65	112	47	0.20612365	-0.281966031	0.041671708	36	61	90	38	0.278820068	10	8	25	12	3.388346195	-0.844804347	52	2	104	14.97428036	NaN	7	1	0	2.099729061	-4.775148869	-2.272217274	-1.970865607	-1.156568646	-0.349775434	0.750004709	0.93301785
Bool Lagoon BRR4	2120274.648	2477078.239	1	1	8961	250	490	0	607	1410	-803	90	280	236	329375	1007611	41	4283	44	76	231	100	69	60	44.46079254	47.22154999	5	5	1.829649925	4	1.622340202	51	35	36	76	85	34	0.349368542	-0.089721233	0.075475924	37	71	91	38	0.342594653	15	11	33	16	0	0	50	0	63	14.86868	NaN	20	1	25	0.879085481	-4.869567394	-6.510512829	-2.630554676	-1.442526817	-0.130488247	0.945595264	0.995028436
Hacks Lagoon HL11	2121039.937	2480211.897	0	1	9235	250	490	0	599	1417	-818	90	281	237	329282	1000139	41	4262	44	76	227	100	100	91	1.32197547	17.86463165	15	26	17.13934517	26	19.52095795	59	40	47	73	118	49	0.245182306	-0.228658438	0.060742207	38	67	95	38	0.275872797	5	4	14	6	0	0	49	0	153	14.76253986	NaN	16	1	0	2.406219959	-1.91123569	0.032940697	0.024142483	-1.543334961	-0.219946533	0.95088762	0.446754366
Hacks Lagoon HL10	2121045.387	2480225.141	0	1	9235	250	490	0	599	1417	-818	90	281	237	329282	1000139	41	4262	44	76	227	100	100	91	0.358568579	17.86001968	25	29	19.58133316	25	19.00704193	56	39	44	70	113	46	0.252082735	-0.228851348	0.054836676	38	67	95	38	0.27944243	5	4	14	6	0	0	49	0	153	14.76202011	NaN	16	1	0	2.238078117	-2.261590481	0.382227749	0.132948324	-1.543334961	-0.219946533	0.95088762	0.446754366
Hacks Lagoon HL9	2121093.783	2480312.271	0	1	9022	250	490	0	597	1416	-819	90	281	237	329791	1007687	41	4316	44	76	227	99	93	86	12.01625919	27.70516968	63	44	17.13517761	26	18.2134037	47	33	35	62	101	41	0.308568597	-0.20408535	0.089812584	37	67	94	38	0.291461915	5	5	12	5	-3.45808816	-0.486014932	53	2	262	14.75800991	NaN	18	1	25	1.500709772	-3.503035307	1.16983068	0.943419337	-1.422779799	-0.164430633	0.913201928	-0.38630119
Hacks Lagoon HL1	2121119.112	2480281.299	1	1	9021	250	490	0	601	1415	-814	90	281	237	329372	1001347	41	4291	44	76	228	86	87	85	17.77893257	28.52701187	58	49	13.04789734	29	18.29260445	45	31	32	62	93	37	0.335779756	-0.176020905	0.093617119	37	66	96	39	0.283214927	5	5	11	5	-3.339483738	-1.020995617	51	2	253	14.75739002	NaN	20	1	55	1.069596052	-3.499321938	1.13039279	0.899152279	-1.401001811	-0.300763488	0.929828107	-0.338181138
Hacks Lagoon HL2	2121142.451	2480226.217	1	1	9021	250	490	0	600	1415	-815	90	281	237	329372	1001347	41	4291	44	76	228	100	90	80	15.90956593	30.5990963	40	47	9.354907036	35	19.0745163	49	35	37	67	100	41	0.329962045	-0.16744858	0.074296482	37	64	96	39	0.277465224	5	6	12	5	-3.339483738	-1.020995617	51	2	253	14.75728989	NaN	23	1	75	1.409141302	-3.085351706	0.581303537	0.562050283	-1.401001811	-0.300763488	0.929828107	-0.338181138
Hacks Lagoon HL7	2121161.262	2480255.04	1	1	9021	250	490	0	600	1415	-815	90	281	237	329372	1001347	41	4291	44	76	228	95	76	80	28.57154846	31.00911903	49	47	11.30318165	33	18.84214783	49	34	37	63	97	40	0.298317611	-0.197993666	0.057881366	37	65	96	40	0.278966874	6	5	13	7	-3.339483738	-1.020995617	51	2	253	14.75675964	NaN	22	1	75	1.496946335	-4.002792835	0.563143194	-0.026273651	-1.401001811	-0.300763488	0.929828107	-0.338181138
Hacks Lagoon HL3	2121176.06	2480212.613	1	1	8852	250	490	0	600	1415	-815	90	281	237	330300	1012589	41	4359	44	76	228	100	95	75	12.56431103	32.05745316	46	48	9.547125816	37	17.98107338	51	36	42	64	109	44	0.226582527	-0.259673387	0.054484263	36	63	96	40	0.270637304	6	7	14	8	-1.234254718	-1.234262466	55	1	225	14.75666046	NaN	24	1	79	2.014904022	-3.653776646	0.451831162	-0.090269603	-1.474665642	-0.060953416	0.947254598	-0.071725391
16.1.1 WCMA	2143920.196	2476701.676	1	1	9432	375	516	27	630	1389	-759	90	277	237	332893	1023139	40	4335	40	80	236	100	76	79	39.95038605	36.92625046	40	34	18.10419655	29	16.46489143	51	35	41	69	127	52	0.27665773	-0.276232094	0.176403314	37	69	111	46	0.307013303	6	4	24	11	0	0	117	0	315	13.90153027	0	40	1	35	2.554407597	-5.219625473	-1.043346643	0.41618982	-1.304028034	0.446231842	0.720453143	-0.782266974
1.6.1 GHCMA	2180141.852	2427812.226	1	4	7335	272	573	150	691	1324	-633	85	258	218	331268	1012406	36	4239	39	95	248	85	67	84	40.96113205	30.13934517	41	28	13.70453548	28	12.44199562	44	30	31	67	98	44	0.369572043	-0.179844454	0.087735616	33	72	102	42	0.378766507	4	5	14	6	5.240773201	6.64E-06	131	3	90	15.35741043	0	40	1	25	0.736151218	-3.47202158	-0.359705269	0.447902828	-0.061378315	-0.018413894	1.657292962	1.40658772
1.2.2 GHCMA	2186574.416	2423626.824	0	1	7367	328	466	76	679	1339	-660	84	259	217	325185	978230	35	4163	41	95	240	100	100	100	0	1.941956639	20	26	8.481071472	22	9.550263405	44	33	36	73	112	45	0.326296449	-0.21544005	0.127775371	37	72	119	49	0.316688389	2	3	8	4	7.86342907	-3.835234165	82	5	116	15.35025024	0	24	1	0	1.362546563	0.366127104	0.434157163	1.452979565	0.157738775	-0.971491992	1.158484101	1.182998776
1.2.1 GHCMA	2186785.558	2424627.881	1	4	8103	324	530	88	682	1339	-657	84	259	217	330456	1027398	35	4265	42	95	240	35	71	50	29.33874321	39.57091141	67	64	3.902990341	46	17.09723473	44	30	33	59	106	46	0.273793846	-0.282011122	0.082847819	32	62	95	40	0.322957724	3	5	13	6	0.121871546	3.489947319	82	2	2	15.3164196	0	31	1	25	0.735295117	-4.201967239	1.894214392	0.298629314	-0.361502469	0.40101546	1.40204227	1.549426556
1.2.3 GHCMA	2186835.213	2424589.925	1	1	8070	301	538	87	677	1339	-662	84	259	217	330967	1023325	35	4286	42	94	240	100	88	50	17.07518387	39.18169022	57	59	6.85287571	46	17.55947113	43	31	34	67	115	47	0.322875202	-0.26295352	0.146795452	31	61	95	40	0.324555159	3	5	14	7	-0.392662108	1.700765967	86	1	347	15.31706047	0	31	1	25	1.226638675	-3.906794548	1.287561655	1.461215258	-0.378342271	0.379700303	1.563073039	-0.572350383
1.2.4 GHCMA	2188415.234	2415101.178	0	1	7751	343	470	46	708	1323	-615	84	255	212	327951	986326	35	4146	42	98	252	100	94	87	15.86790752	31.79802132	11	12	3.308718681	11	5.27641964	41	31	32	77	99	38	0.38613981	-0.158416256	0.167921364	31	76	99	39	0.41608122	5	6	17	7	-0.333053529	-1.713436246	92	1	191	15.57003021	0	0	1	0	0.34051621	-1.204957724	-2.719156265	1.009902954	0.149426341	-0.419266254	1.229982018	0.08254154
1.1.1 GHCMA	2190042.467	2421369.053	1	1	8931	372	431	74	672	1352	-680	84	260	216	328803	1009251	34	4285	43	94	237	99	100	99	0.436435789	6.988572121	58	36	15.72441196	24	16.72015572	45	32	34	62	105	44	0.272503942	-0.249830216	0.114127845	37	73	112	47	0.31672436	2	8	8	3	1.618403673	0.653879404	53	1	68	15.36697006	0	3	2	0	1.564748764	-1.622200608	1.408958316	1.812123656	-0.48042053	0.154116899	0.852500916	0.784636855
1.4.1 GHCMA	2191911.083	2414134.118	1	3	8397	270	565	77	738	1291	-553	84	251	211	335245	1026945	35	4303	40	102	261	0	0	28	0.856348813	44.24044418	9	7	3.714835167	9	7.417250633	33	24	21	62	64	25	0.514793038	0.023961065	0.068252772	25	63	74	31	0.448931098	7	8	24	13	1.660073519	0.539392531	175	1	72	15.56126022	30	29	1	100	-2.812329531	-3.162633896	-3.010101557	-1.816601157	-0.132407919	0.654694974	1.946644306	1.128913522
15.1.1 WCMA	2189588.112	2525038.415	1	4	8372	357	502	32	508	1444	-936	86	290	257	333117	1047560	34	4269	33	74	178	37	48	58	36.47393036	36.92857361	74	62	16.43747139	65	15.14430332	42	29	32	53	105	45	0.282555699	-0.292820722	0.074762486	34	54	105	47	0.223653883	2	2	11	4	0.456763089	5.220830441	155	3	5	13.51766968	30	0	1	230	0.951103449	-4.919692993	3.772728443	0.248519659	-1.274487376	0.383439869	-0.628895998	1.231577039
4.2.1 GHCMA	2193461.803	2471278.624	1	1	7438	591	438	51	626	1365	-739	87	274	239	336122	1023098	37	4306	34	85	227	96	98	99	4.954555511	3.31848526	49	40	22.7650528	31	22.52639771	45	32	37	64	109	48	0.239977762	-0.292337954	0.064898148	42	67	127	55	0.232037857	3	5	9	5	1.555257797	-0.792440355	193	1	117	13.67319965	0	37	1	25	2.462363005	-2.577524662	2.128686428	0.917648137	-0.132040486	0.425989449	-0.724226952	-0.114492126
17.5.1 GHCMA	2197760.903	2427134.526	0	1	7180	331	418	81	642	1356	-714	83	263	220	327780	921792	33	4225	42	93	224	100	100	100	0	0.078811042	24	27	6.002380371	36	11.36032867	45	33	37	69	104	42	0.264313966	-0.236352667	0.170584887	37	67	110	46	0.280939966	2	3	8	4	-1.712725639	-13.94932079	83	8	187	15.06179047	0	31	1	0	1.362095833	0.096598938	1.0245682	1.756357431	0.294194907	-2.012084484	1.027489185	-0.407512426
4.2.2 GHCMA	2197486.684	2472791.435	0	1	8382	905	382	62	617	1368	-751	87	274	240	335491	1038306	36	4296	34	85	222	100	100	98	1.091089487	10.60823727	43	31	20.53649521	30	12.713521	45	34	39	62	112	47	0.181464106	-0.331787437	0.063834786	43	68	127	53	0.227217123	4	3	10	5	1.47581327	3.164894819	190	2	25	13.29821014	0	47	1	0	2.51521492	-1.774464726	1.655381203	0.347949684	-0.09632019	0.92354095	-1.638119102	0.069678828
14.3.2 WCMA	2197639.999	2487640.207	0	1	9506	433	505	23	579	1397	-818	87	280	246	335272	1028005	36	4339	34	81	208	99	98	99	2.713283062	2.586095095	54	38	22.93572807	23	20.31976318	46	32	36	63	111	47	0.232114315	-0.291021407	0.108244486	44	67	125	55	0.221778929	5	6	12	6	0	0	169	0	252	10.26327038	0	31	1	0	2.576867819	-2.850857258	1.419328928	0.938231528	-1.356783867	0.584940791	0.312965065	-0.605358601
