Sitename	VGE	VGN	extant43_01	LandCover	TWIx1000	ThorPot07	ThorInvPot07	RoadDensity5K	AnnualRain	AnnualEvap	NetRainfall	NetRainfallStdev	MaxTempWarmestP	TempRange	Rad_Diffuse	Rad_Direct	PrecipSeasonality	Rad_Duration	MinTempColdestP	PrecipWarmestQ	PrecipColdestQ	NativeTreeProb	TreeProb1Ha_RegionMean	TreeProb10ha_RegionMean	TreeProb1Ha_RegionStdDev	TreeProb10ha_RegionStdDev	NativeGrassProb	GrassProb1Ha_RegionMean	GrassProb1Ha_RegionStdDev	GrassProb10ha_RegionMean	GrassProb10ha_RegionStdDev	B1_98_05	B2_98_05	B3_98_05	B4_98_05	B5_98_05	B7_98_05	Ndvi_89_05	Ndwi_89_05_Mean	Ndwi_89_05_StdError	B3_98_05_10ha_Mean	B4_98_05_10ha_Mean	B5_98_05_10ha_Mean	B6_98_05_10ha_Mean	Nvdi_98_05_10haMean	B3_98_05_10ha_StdDev	B4_98_05_10ha_StdDev	B5_98_05_10ha_StdDev	B6_98_05_10ha_StdDev	RiseX	RiseY	Height_100	Slope	Aspect	SalineLogDist	DistToRoad	FreshWaterLogDist	Flood	DistEdge	CurVegSat_PC1	CurVegSat_PC2	CurVegSat_PC3	CurVegSat_PC4	ClimTopo_PC1	ClimTopo_PC2	ClimTopo_PC3	ClimTopo_PC4
20.6.1 WCMA	2295819.454	2551159.981	0	1	9544	369	485	23	403	1461	-1058	80	298	267	333771	1028440	24	4354	30	72	126	100	100	97	0.218217894	9.74494648	28	17	8.465335846	18	13.51856327	55	39	47	64	125	57	0.152473286	-0.330610961	0.043755122	50	69	131	62	0.163443938	5	4	10	7	-1.686030269	0.451763481	131	1	285	14.3482399	0	16	1	0	3.279586315	-0.444925696	0.238362119	-0.93227458	-2.17155695	0.239011258	0.104524516	-0.720285118
14.3.2 GHCMA	2303335.071	2378891.803	1	4	9395	419	497	84	672	1242	-570	71	246	204	333149	1021255	24	4331	41	111	209	100	100	100	0	0.29157421	72	71	1.691716552	67	9.51504612	41	29	34	58	106	40	0.331772953	-0.238979533	0.14910692	35	62	110	43	0.279241562	3	3	5	3	0	0	123	0	135	12.33259964	330	0	1	333	1.288464904	-1.38346386	3.619675398	2.616978645	-0.014572825	0.843933463	1.902243137	0.216233507
14.3.3 GHCMA	2303754.946	2379470.224	1	4	9521	481	469	87	666	1242	-576	71	246	205	333188	1016424	24	4310	41	111	207	99	100	100	0.218217894	1.117964506	74	74	0.589592278	73	1.903351903	42	30	35	60	108	42	0.327484131	-0.2369252	0.123831138	35	60	108	43	0.27622366	1	3	3	1	0	0	125	0	153	12.47344971	900	14	1	527	1.130719185	-0.543311715	4.131358624	2.645929813	0.071054772	0.815883636	1.529109597	-0.085823514
14.1.2 GHCMA	2303325.864	2393013.658	1	4	9051	741	416	46	636	1233	-597	69	249	211	335680	1027927	23	4300	38	109	192	100	100	100	0	0	72	71	2.387467384	73	3.752245665	44	31	38	62	127	53	0.2691257	-0.324247003	0.094995342	37	59	127	53	0.230194956	1	2	2	1	-1.629572272	0.625525892	180	1	291	12.89216042	270	49	1	301	2.094064236	-0.378208548	4.492391109	2.094859362	0.636078119	1.146445751	0.179741353	-1.607758641
14.1.3 GHCMA	2303433.35	2393995.183	1	4	9065	739	417	44	634	1232	-598	69	249	211	336142	1027175	23	4329	38	108	192	100	100	100	0.300792605	0.406278372	79	78	1.238278389	77	2.487218857	43	30	35	58	124	51	0.289834023	-0.32101965	0.093394049	36	56	122	50	0.223927975	2	2	3	1	-1.713434219	-0.333064407	186	1	259	12.76010036	1230	48	1	400	1.862246394	-0.789607048	4.758572578	2.067405701	0.595471919	1.14842701	0.248792037	-1.461968064
13.2.1 GHCMA	2303075.319	2441845.313	1	1	9442	440	434	26	553	1264	-711	70	265	231	338460	1038074	20	4339	33	102	164	100	100	100	0.218217894	0.417958647	44	28	16.28335381	18	16.78540611	49	36	43	60	111	54	0.196733117	-0.302140892	0.062663563	49	69	126	57	0.170398429	5	6	12	4	0	0	242	0	90	8.891783714	0	13	1	25	2.841976404	-1.366203189	1.054317474	-0.02175664	-0.478990078	1.002890944	0.901478529	0.279322147
14.2.2 GHCMA	2305140.364	2393326.913	0	4	8629	416	498	45	624	1238	-614	69	250	212	334931	1023403	23	4321	38	106	188	23	79	93	32.9281311	19.8997879	47	40	7.867655277	43	6.707139015	40	29	33	57	96	48	0.296950489	-0.231956944	0.084127598	40	60	119	55	0.199093416	2	4	13	3	0	0	168	0	135	12.67574024	0	36	1	25	0.842589676	-2.271915197	1.697647929	-0.047663834	0.086268969	0.800108194	1.70144105	0.233726591
19.1.1 WCMA	2300026.845	2539138.714	0	1	9398	469	409	29	417	1441	-1024	80	295	264	333851	1028030	25	4335	31	73	132	100	100	100	0	0	8	9	2.896631956	10	4.963609695	61	44	55	69	129	62	0.128774643	-0.299056411	0.041607574	51	65	123	62	0.121176399	5	4	11	4	0	0	139	0	11	14.41018963	0	37	1	0	3.283912659	1.559575558	-0.449914813	-1.524997592	-1.818528295	0.282470107	-0.60187161	0.616033912
14.2.1 GHCMA	2306399.923	2398460.301	0	4	7415	428	485	55	623	1224	-601	69	251	214	329723	1023205	22	4192	36	109	188	9	42	56	44.63572311	40.87017822	41	46	9.494609833	47	14.69015884	38	28	31	56	91	46	0.29825002	-0.232410491	0.103487268	32	63	101	43	0.323533326	4	4	17	8	13.94931412	1.712777019	203	8	83	11.67728043	0	0	1	25	0.152717456	-4.889696598	0.770604253	-0.504068553	0.89504379	0.0363244	1.030501366	1.807131052
11.1.4 WCMA	2303136.489	2480180.452	1	1	7509	165	166	2	641	1276	-635	79	271	242	337796	987098	29	4035	29	105	216	2	5	11	5.548916817	24.21847343	92	84	13.91094112	74	18.74280739	38	26	28	51	92	39	0.273486078	-0.30190295	0.05046216	27	55	86	35	0.347226918	5	7	15	7	-4.944553375	-4.94458437	313	4	225	15.08596992	417.8517151	35	1	158	-0.258787632	-5.945146561	4.084767818	0.09413074	0.655752838	-0.92411536	-0.786143363	-0.833133876
19.2.1 WCMA	2300996.423	2540315.272	1	4	9534	468	369	30	418	1441	-1023	80	295	265	333934	1027291	25	4327	31	74	132	100	100	100	0.218217894	0.135648891	32	24	11.32086182	15	9.50707531	54	39	50	66	125	56	0.157832235	-0.314809382	0.032853048	59	74	141	70	0.115266137	6	6	8	6	-1.234264016	1.234253168	138	1	315	14.30720043	960	37	1	25	3.740373373	-0.139522344	0.182627261	-0.933188558	-1.682710528	0.304248333	-0.919261813	-1.298914909
11.1.3 WCMA	2303633.809	2480206.4	1	5	7059	103	139	8	627	1282	-655	79	272	242	336444	972160	27	4100	30	104	212	92	87	47	16.48130226	34.67779541	93	93	0.700340033	91	4.252858162	47	33	38	60	132	58	0.216164336	-0.381885946	0.053573705	31	61	109	46	0.322750688	3	4	12	6	8.529343605	-8.83235836	329	7	136	15.08273029	715.6115723	22	1	261	2.226572752	-4.007931709	3.820354939	1.126788378	0.811821163	-1.473043799	-0.762599885	0.554694355
11.1.2 WCMA	2303667.552	2480807.316	1	4	7228	164	132	9	646	1271	-625	79	270	241	338999	988861	29	4111	29	106	218	85	82	65	30.56071281	33.75592041	94	93	0.96362412	92	5.901863098	41	29	32	56	114	47	0.279015571	-0.345359802	0.1017868	33	57	114	48	0.264797896	2	3	9	4	4.208308697	-5.584590912	349	4	143	15.10659981	152.9705963	25	1	212	1.599556804	-4.162973404	4.372249126	1.746898055	0.787903488	-0.835792542	-0.904070258	0.140786365
11.1.1 WCMA	2303879.751	2480854.284	1	4	7276	140	140	11	645	1270	-625	79	270	241	338722	980242	29	4045	29	106	219	6	15	28	20.09311676	33.8952179	95	95	0.436435789	90	8.490641594	38	27	29	50	105	44	0.26017493	-0.364713013	0.08246468	31	56	104	44	0.291257113	3	5	11	5	-6.50165081	-5.854150772	352	5	228	15.10704994	67.08203888	27	1	357	0.260164887	-4.743754387	4.577224731	0.504036009	0.9174366	-1.035727978	-0.794878781	-0.973115265
11.2.2 WCMA	2304667.996	2480531.184	1	5	7173	117	135	16	650	1267	-617	79	270	241	339548	1049251	28	4233	29	107	218	99	99	99	2.629503012	3.605734348	94	94	0.658280611	93	1.257462144	43	30	35	57	137	57	0.245136321	-0.404650122	0.071663283	38	59	141	60	0.217231527	2	3	6	4	8.45074749	2.26437974	345	5	75	15.08813	615.5485229	23	1	527	2.798772812	-1.966916203	5.139081001	1.966091037	0.718547225	0.228606656	-1.253170013	1.137588501
11.2.1 WCMA	2304999.323	2480601.184	1	4	7266	105	163	17	623	1282	-659	79	272	242	338324	1049475	28	4193	30	104	209	57	73	86	33.47906113	24.45994568	93	78	18.05164528	89	10.27012157	41	29	33	58	110	44	0.305482119	-0.276986033	0.129746422	36	61	125	51	0.252869487	3	5	17	8	5.993890762	3.601499557	312	4	59	15.08899021	859.0692749	24	1	200	2.021560431	-6.105647564	3.411581516	1.757793784	0.438773125	0.210348666	-0.920780361	1.283433795
1.1.2 WCMA	2307494.28	2462320.184	1	3	7963	188	213	13	590	1262	-672	74	267	236	338398	1033486	23	4153	31	105	185	65	62	56	39.30218887	43.34585571	88	80	7.289261341	76	11.74940872	43	30	33	61	112	47	0.290022522	-0.289649963	0.096264035	34	62	109	46	0.287093103	5	3	21	11	1.850516319	2.961447954	291	2	32	14.0007	174.9286041	44	1	250	1.800710797	-6.495493412	2.118828297	0.552780926	0.375798196	0.233308733	-0.625994861	0.957871616
1.1.1 WCMA	2308181.487	2461024.079	1	4	7792	293	301	7	604	1247	-643	73	265	235	340027	1043035	23	4169	29	109	190	57	48	46	31.834692	38.11016846	80	73	10.33671188	62	18.34828186	44	30	35	63	111	46	0.294255376	-0.273912281	0.081624076	34	63	104	43	0.305556059	6	3	19	11	6.230517387	3.174613953	323	4	63	13.87248039	60	35	1	127	1.593664527	-6.263122082	1.906790972	0.176046208	0.585555673	0.494417757	-0.440611809	1.058493018
1.2.1 WCMA	2309230.51	2465124.673	1	4	7782	366	465	23	609	1251	-642	73	266	236	339161	1050456	24	4167	30	107	194	1	16	40	29.73574066	44.33489609	13	20	16.38684082	28	17.52477837	36	25	25	62	70	27	0.40942803	-0.081697427	0.108504638	32	62	89	37	0.320299983	7	4	22	11	-2.699219704	4.492206097	321	3	329	14.21098042	0	31	1	25	-1.115176201	-5.178001881	-1.231041193	-1.263586164	0.397233695	0.845002472	0.331687331	-0.874543726
13.1.2 GHCMA	2311177.478	2443806.128	1	4	9253	308	441	27	541	1257	-716	69	265	232	337710	1026173	20	4244	33	100	159	63	69	42	27.91466522	38.15501785	67	53	11.10362434	56	11.92496967	43	30	34	60	99	39	0.316249043	-0.221603319	0.109024279	31	58	93	37	0.300569206	4	5	13	5	-1.700769663	0.392646194	242	1	283	7.888742924	90	0	4	201	0.52877754	-4.373578548	1.905569196	0.651512861	-0.429428965	0.637751997	1.392367005	-0.609499812
13.1.1 GHCMA	2311183.698	2443706.307	1	4	9066	296	381	27	539	1257	-718	69	265	232	337191	1019219	20	4215	33	100	159	59	58	61	28.77035522	37.30230331	63	60	7.098625183	57	13.69069099	42	30	33	61	95	37	0.321886063	-0.203136086	0.119422339	34	60	99	41	0.277553558	5	5	16	8	-1.743112683	-0.091358796	241	1	267	8.154818535	0	0	4	125	0.780903637	-4.815019131	1.340295315	0.53911525	-0.258338779	0.436303943	1.03460598	-0.626534402
13.1.3 GHCMA	2311413.946	2443705.029	1	4	8734	413	421	26	545	1254	-709	69	265	232	337715	1040255	20	4272	33	101	160	100	97	88	9.826591492	26.65449142	71	63	10.54942989	39	26.49473763	48	33	41	60	131	55	0.234118491	-0.331153452	0.089653842	43	65	121	54	0.202444971	9	8	27	15	0.653877258	1.618404508	244	1	22	7.066089153	30	0	1	25	3.573341131	-6.294243336	0.040976435	-0.137367308	-0.161844537	0.853469551	0.663449287	0.858698428
12.3.2 WCMA	2313752.393	2491179.801	1	5	7864	375	264	20	565	1309	-744	77	278	247	337675	1036303	27	4258	30	96	186	99	100	95	1.327367663	17.01476288	78	73	6.405354977	67	16.33805084	54	37	47	65	146	63	0.17891261	-0.37098971	0.0486435	50	67	149	69	0.148330957	6	5	19	10	5.126248837	1.089623332	272	3	78	15.45683956	120	19	1	25	4.620955944	-3.925644159	2.22069335	0.265218467	0.02958457	0.319502443	-1.138292193	0.560459912
13.1.1 WCMA	2312067.827	2531298.38	0	1	8979	450	424	46	444	1408	-964	79	292	261	334829	1014239	26	4325	30	79	143	100	100	97	0	15.25770378	29	22	7.234178066	13	6.049331188	54	39	48	63	124	56	0.15011023	-0.317994982	0.026345406	51	68	133	62	0.14115262	4	3	11	5	-0.625528336	-1.629571319	164	1	201	14.44320011	0	29	1	0	3.067262411	0.196868181	0.402496725	-1.128717303	-1.5100981	0.062231921	-0.141207263	-0.433020413
19.1.1 GHCMA	2327626.261	2393895.766	1	4	9197	319	480	35	604	1220	-616	67	256	219	334892	1019722	22	4329	37	106	180	100	100	100	0	0.803862929	74	62	18.76508904	31	31.48595238	42	31	35	62	116	45	0.310164839	-0.267107576	0.114826858	39	57	83	36	0.194497824	3	5	26	9	-1.234254718	-1.234262466	162	1	225	11.64610958	1574.071045	3	1	35	2.080039501	-4.877977848	2.203322411	1.578341603	-0.186498612	0.597156107	1.883278012	-0.261778206
19.1.2 GHCMA	2327624.376	2394552.269	1	4	8884	415	445	36	600	1221	-621	67	256	219	335122	1016701	22	4337	37	105	179	100	100	100	0	0.644253135	60	52	5.168586254	46	9.830705643	51	35	42	63	124	53	0.238941312	-0.294184566	0.112331606	43	65	125	54	0.203925192	2	2	6	3	2.595121384	-2.336649179	169	2	132	11.83722973	1774.062988	10	1	50	2.568688154	-0.371984065	2.925546169	1.433640361	0.086572036	0.517492056	1.327889919	0.246469602
15.1.1 GHCMA	2328676.389	2418051.94	0	1	8245	426	413	29	572	1210	-638	67	260	227	338160	1030951	20	4320	33	105	167	5	57	87	45.41323471	28.8758564	21	18	5.870020866	20	9.51595974	39	28	31	59	78	35	0.320924908	-0.162608191	0.059510149	41	62	108	50	0.205597967	6	5	16	7	3.415765285	-0.726038396	244	2	102	10.48381996	0	23	1	0	0.017623762	-2.954205513	-0.95336616	-1.736378074	0.325318456	0.728741825	0.689570785	0.399454534
18.1.1 GHCMA	2328708.175	2437074.5	0	1	8138	541	391	18	568	1209	-641	67	262	231	340324	1030727	21	4304	30	104	167	9	42	75	39.32374954	37.75299454	59	46	17.7028389	27	18.23931313	37	26	27	53	83	34	0.351792037	-0.198983386	0.080782771	41	65	117	52	0.229564071	9	6	24	12	-3.190164089	-1.420365214	286	2	246	12.71531963	30	37	1	0	0.784065902	-6.738022804	-0.309091449	-1.248693347	0.523425221	0.829557717	0.14216803	-1.175567746
15.3.1 GHCMA	2330939.128	2407512.141	1	4	9037	425	419	39	590	1207	-617	66	258	224	337397	1026029	21	4332	34	107	172	100	100	95	0	19.36398888	16	17	8.551524162	21	10.5656004	44	30	33	53	88	44	0.236279011	-0.23464489	0.134616643	39	59	103	47	0.20202747	6	8	20	7	-1.09847784	-1.356515646	214	1	219	9.315149307	42.42641068	20	1	50	1.08584106	-1.926288247	-0.87081331	-0.2495462	0.095897853	0.782228827	1.036736608	-0.600646496
15.2.1 GHCMA	2331287.759	2408305.593	0	1	9171	419	426	42	595	1206	-611	66	258	224	337674	1038724	21	4347	34	107	173	71	90	95	15.63801861	16.39130783	23	20	9.324570656	11	8.662418365	40	29	31	55	86	40	0.286778986	-0.202739149	0.083122678	46	69	122	54	0.193414539	8	9	21	8	-1.713436723	0.333051354	219	1	281	9.758223534	0	10	1	0	1.166930556	-2.54646492	-1.70786202	-1.019577622	0.041172553	1.046634316	1.054970622	-0.926040351
15.4.2 GHCMA	2332188.065	2412324.099	0	1	9155	388	411	32	582	1208	-626	67	259	226	337282	1035330	20	4315	34	105	168	100	100	100	0	0	16	19	6.207522392	19	7.632265568	57	41	53	73	144	61	0.190584734	-0.308020532	0.133298755	50	69	137	60	0.162333757	3	3	8	3	1.412142634	1.025983095	220	1	54	8.108524323	787.4642944	10	1	0	3.342422247	1.305391192	0.380375445	0.302036732	-0.021436069	0.894056797	1.000903249	0.70178926
2.1.1 CCMA	2333698.666	2380098.747	1	4	8767	413	468	38	657	1203	-546	68	252	215	334439	1042881	23	4330	37	110	201	100	100	100	0	0	56	51	6.024157524	52	7.786011219	48	34	41	60	115	52	0.187942505	-0.319203228	0.102848589	42	63	120	52	0.200045511	1	2	3	1	-1.079126	3.321155071	160	2	342	12.25708961	2626.670898	36	1	100	2.241242409	0.061022758	3.544446945	1.463778853	0.286953717	1.070563674	1.417394638	-0.899069011
1.1.1 CCMA	2333413.5	2395690.482	1	4	9310	462	446	31	618	1202	-584	66	256	221	336290	1032598	22	4314	35	109	182	100	100	98	0	14.0721302	37	29	8.972975731	23	11.44376564	50	37	44	66	125	57	0.223109141	-0.2919572	0.09701705	46	68	127	57	0.190022096	4	3	15	6	1.39402163	1.050472379	194	1	53	12.43202019	0	47	1	25	2.852113724	-0.993913412	0.521355152	0.126348168	0.104211301	0.985649288	1.104667783	0.600572228
15.4.1 GHCMA	2333911.786	2413094.823	1	4	8435	329	426	28	582	1205	-623	66	260	226	335789	1018211	20	4229	32	106	169	97	92	94	13.83439445	15.3876667	65	53	10.01570225	29	17.39721298	45	31	36	54	101	46	0.213898361	-0.299174249	0.059309445	42	62	111	51	0.18581152	6	8	16	7	-3.483566999	-0.243608326	218	2	266	6.794415951	30	24	1	25	2.121046782	-3.64614892	1.170327306	-0.066879004	0.243144408	0.382375747	1.191454768	-0.683757782
2.2.1 CCMA	2336143.904	2372581.897	0	1	8987	309	487	55	677	1202	-526	69	251	213	333679	1027761	25	4325	38	112	211	100	100	99	1.121223807	1.843382478	15	11	2.689485788	12	9.455469131	44	33	33	72	94	41	0.320285171	-0.080233991	0.145734668	38	69	100	47	0.273861259	3	6	13	4	-3.356801271	0.962532878	138	2	286	5.129282951	330	22	1	0	0.638057411	0.541097045	-0.984008253	1.041870594	0.129546538	0.739825606	1.946682572	-0.59354949
1.1.2 CCMA	2337327.277	2394927.12	0	1	9313	464	440	39	618	1198	-580	66	256	221	336120	1028732	21	4305	35	108	183	100	99	100	1.154700518	0.660380542	51	45	12.63686943	32	16.92505646	45	32	37	58	97	44	0.235586777	-0.24817428	0.125625551	44	66	119	54	0.196999535	4	5	11	5	0	0	193	0	18	11.36194038	0	37	1	0	2.101194382	-1.856463432	1.807016373	1.147279501	0.082435787	0.913063943	1.084032297	0.642839372
18.2.1 GHCMA	2337060.328	2450302.443	0	1	9092	498	400	19	603	1198	-594	69	264	236	341652	1050733	22	4298	28	108	183	100	100	100	0	0	4	4	0.497613341	5	0.812413394	59	43	56	82	150	66	0.237148196	-0.280809283	0.157335714	54	81	148	65	0.193674967	2	3	3	2	1.098481297	1.356512904	326	1	39	12.88722038	210	24	1	0	3.399553537	3.393346786	-0.895022035	0.54206109	0.204142824	1.266766191	0.07642138	0.410079837
18.2.2 GHCMA	2337619.973	2442299.292	1	4	7809	429	406	15	598	1191	-593	68	262	234	338947	997363	21	4128	29	108	177	100	100	100	0	0	55	51	7.058935642	45	16.1398735	47	33	39	63	117	48	0.264361411	-0.268970251	0.124590516	41	64	124	52	0.220043495	3	2	8	5	-3.574186325	-3.832870483	308	3	223	11.27787018	3136.830078	20	1	100	2.326278448	-1.24344182	2.607219219	1.524574161	0.744981587	-0.046951946	0.462478876	-0.840233207
1.2.1 CCMA	2339385.195	2401159.768	0	1	9032	499	450	48	617	1192	-575	66	257	224	337548	1032312	21	4348	34	110	179	100	100	99	0.358568579	7.228394508	14	21	13.33005905	21	12.2830677	46	32	38	60	102	46	0.247381702	-0.245394707	0.112283185	43	64	115	53	0.197415978	5	6	18	7	0	0	216	0	191	12.52233982	0	48	1	0	1.82864511	-1.510892034	-0.340682596	-0.05403151	0.11691606	1.057855964	1.024081469	-0.419065893
2.3.1 CCMA	2347547.865	2376928.55	0	4	8808	350	479	37	633	1200	-566	66	256	219	331148	1004841	23	4223	37	108	193	100	100	100	0	0	3	10	10.26644993	14	14.55753994	76	51	58	61	90	40	0.036020562	-0.16859737	0.087004915	58	66	98	44	0.058598507	16	7	48	21	0	0	127	0	198	0	664.0783081	1	2	25	4.388295174	-4.597711563	-4.647897243	-3.504094124	0.071824767	0.277540863	1.786755085	0.017396403
16.1.1 GHCMA	2346174.411	2426464.884	1	4	8570	387	459	38	617	1173	-556	65	260	231	340324	1029887	20	4304	30	112	178	74	92	93	12.28122807	17.09589005	61	50	19.36639214	36	19.40654945	43	31	34	55	102	45	0.237788275	-0.282990485	0.096016847	38	59	108	47	0.222196504	5	7	21	9	-5.011770725	-1.532271504	294	3	253	12.2615099	865.3322754	0	1	50	1.901984811	-4.821189404	1.299961209	0.323638707	0.38807261	0.767192066	1.153626919	-0.887773037
16.1.2 GHCMA	2346303.965	2426265.23	0	1	8542	422	452	37	616	1174	-558	65	261	231	340354	1045087	20	4294	30	111	177	100	98	99	5.229495049	3.237601757	43	35	15.88755131	33	15.83873272	47	34	41	60	117	52	0.223223776	-0.274895549	0.126676738	40	61	116	50	0.201023579	5	7	22	10	-3.260137796	1.251433134	294	2	291	12.19075012	630.7139282	1	1	0	2.519124985	-3.268041611	0.35238874	0.3618837	0.426888883	1.106795669	0.862066567	-1.005234003
16.1.4 GHCMA	2346655.912	2425446.553	1	5	8858	389	439	38	618	1171	-553	65	260	230	341091	1060317	20	4347	30	113	179	100	100	100	0	0.556790352	72	53	14.79526997	37	16.4630661	49	34	40	58	122	58	0.184172511	-0.355173409	0.061522566	44	64	128	58	0.182838082	2	3	6	3	-2.197645903	2.713841677	297	2	321	11.88531017	536.656311	7	1	50	2.956756353	-1.4749403	3.595664024	0.960007071	0.290616035	1.42208755	0.925014675	-1.034475803
2.4.1 CCMA	2349114.933	2372126.001	1	1	9421	367	460	32	662	1190	-528	67	254	218	334439	1027409	24	4338	35	111	203	99	100	100	0.810643494	0.968446255	66	51	13.30628204	38	15.69717598	45	32	36	59	102	44	0.259088188	-0.261175632	0.089281194	43	65	122	52	0.203567043	3	4	11	5	0	0	148	0	288	11.79928017	0	43	1	0	2.152235985	-2.065042019	2.55522871	1.227165103	-0.0301017	0.865279078	1.700189948	-0.66572094
16.1.3 GHCMA	2346833.916	2425921.439	0	1	8591	465	414	34	624	1168	-544	66	260	230	341830	1054156	20	4354	29	113	180	100	100	100	0.700340033	0.418237209	17	14	6.284144878	18	13.08713341	48	35	42	68	120	57	0.227414846	-0.277668685	0.127493754	45	67	130	60	0.1978167	4	5	12	5	-1.447093606	0.976067901	306	1	304	12.01088047	60	28	1	0	2.428303719	0.119009331	-0.144153476	0.245872408	0.449191213	1.382114053	0.561919093	-1.183108568
1.3.1 CCMA	2351488.576	2393499.135	1	4	8209	546	444	67	628	1176	-548	64	258	224	337458	1028013	21	4354	33	112	183	100	87	88	23.49812508	24.80215645	55	62	9.952266693	60	12.82361221	47	34	40	64	129	55	0.274700105	-0.287610501	0.10245683	38	62	117	51	0.239827633	3	4	14	6	0.792445958	-1.555254936	214	1	153	11.92667007	276.5863037	12	1	70	2.489154339	-3.499957561	2.036453724	1.011037707	0.49367705	0.881824553	0.816358805	-0.253773957
1.5.1 CCMA	2352463.788	2385947.618	0	1	8689	401	434	44	591	1202	-611	65	260	225	330799	1028358	21	4185	36	106	175	100	98	100	6.466396809	2.529806852	29	26	5.170428753	24	9.669399261	50	36	42	71	119	50	0.295689136	-0.221380562	0.09159641	45	69	127	55	0.209827393	6	3	17	8	2.620384693	4.538643837	135	3	30	11.93883991	390	0	1	0	2.49020648	-0.932956219	-0.441417903	-0.055881653	0.254070938	0.485730648	0.886482716	1.219548345
16.3.1 GHCMA	2351536.634	2430915.208	1	4	9136	449	445	32	637	1156	-519	66	260	232	342809	1045577	21	4321	28	115	184	100	100	100	0	0.452477664	63	59	6.256805897	58	8.878126144	46	33	39	61	121	54	0.259981811	-0.296461791	0.120806068	38	61	117	51	0.222365946	2	2	8	5	0	0	331	0	259	12.24316978	247.3863068	43	1	325	2.246342182	-1.200737953	3.230648994	1.669068933	0.284119934	1.344420195	0.863605678	-0.8435691
16.3.2 GHCMA	2351943.999	2430724.335	1	4	9037	456	417	34	637	1155	-518	66	260	231	342887	1041530	21	4345	28	115	184	100	100	100	0.218217894	0.192038745	64	67	4.566962242	59	10.99931908	48	34	40	60	118	53	0.244368076	-0.29588607	0.094905682	39	61	116	49	0.216020316	2	3	7	4	-0.273052901	-1.724015832	333	1	189	12.29491043	30	44	1	79	2.305500031	-1.225185513	3.493243456	1.551674843	0.393966883	1.197510719	0.702108204	-0.563318729
1.6.1 CCMA	2354078.512	2384341.091	0	1	8837	382	458	31	588	1206	-618	64	261	225	332377	1023136	21	4296	36	104	173	100	100	100	0	0.078811042	55	47	10.21227074	34	16.31804276	49	35	40	62	107	45	0.254167646	-0.226204649	0.116632655	44	68	118	50	0.210889071	5	4	14	9	1.555255771	0.79244411	125	1	63	10.85797977	942.019104	41	2	0	2.5009377	-2.245705128	1.246999979	0.908837378	-0.077344276	0.521189928	1.368250132	0.840396166
16.3.3 GHCMA	2352383.171	2430750.959	1	4	8870	401	412	34	636	1155	-519	66	260	232	342993	1041423	21	4348	28	116	184	100	100	100	0	0.135648891	66	67	3.156248569	52	19.71563911	45	33	39	62	121	51	0.270914942	-0.295871556	0.114092022	41	63	120	52	0.210844055	4	3	9	5	0.121764429	-1.741253018	335	1	176	12.28454018	0	43	1	100	2.540540457	-1.916048527	3.027574301	1.630218148	0.363218099	1.125957727	0.835454106	-0.338931352
1.4.1 CCMA	2354526.143	2393987.771	1	1	8211	375	371	88	598	1188	-590	64	261	227	333533	994948	20	4177	33	109	172	95	76	94	33.39896011	19.11556625	73	65	10.94531822	47	19.19606781	44	31	34	62	106	44	0.33330524	-0.214436993	0.081147313	42	65	124	54	0.216084644	6	5	17	8	-3.024219513	-1.74604702	170	2	240	12.74147034	120	42	1	25	2.27811861	-4.94158411	1.477468967	0.647100568	0.499852002	-0.081112072	0.864506245	-0.713374794
2.5.1 CCMA	2355998.751	2372936.406	0	1	9027	429	488	46	618	1200	-582	66	259	222	332130	1000173	23	4295	37	105	187	99	100	98	0.643650293	5.840025902	39	27	17.6620388	28	21.4240303	47	34	38	65	102	42	0.284873515	-0.20699279	0.061937951	40	65	98	43	0.237342134	3	8	18	7	8.85E-06	-3.49207449	117	2	180	5.643856049	0	5	4	0	1.732147455	-2.693341494	0.481466055	0.554796576	0.039617766	0.1851542	1.561012983	-0.186289445
2.5.2 CCMA	2356168.51	2372851.578	0	1	8620	457	488	44	617	1201	-584	66	259	222	332466	1010119	23	4326	37	105	187	79	93	95	9.08635807	8.70746994	51	37	16.74955559	28	20.74848938	44	32	35	61	94	39	0.29580754	-0.183081985	0.08286123	39	62	92	40	0.23000738	3	8	19	7	-0.242922857	-1.728518724	116	1	188	5.781360149	0	9	2	0	1.220802426	-3.440815687	0.830557108	0.646530807	0.15204227	0.48043409	1.267374277	-0.344398469
2.5.3 CCMA	2356496.243	2372606.357	1	4	8488	418	500	42	619	1199	-580	66	259	222	332691	1003480	23	4335	37	106	188	83	72	88	35.56630325	24.29144669	27	31	20.28663635	28	23.23505211	44	32	35	65	88	35	0.356416732	-0.079875864	0.064849973	39	60	87	37	0.206574187	5	8	22	8	-2.101574183	-2.788901329	117	2	217	5.129282951	42.42641068	12	2	25	0.914520323	-5.006186008	-0.574769735	-0.286291897	0.154340535	0.271108419	1.490221143	-0.511992514
